path,trans,duration,note
voice/3040070000_birthday2,生日快乐！,1,
voice/3040080000_mypage1b,嗯？怎么了，团长？很在意我的衣服么？ 呵呵呵，不要客气……。来吧……想看就看，想碰就碰……随你喜欢……,17,暗贞
voice/3040080000_mypage2,呜……啊、啊……！好烫……好痛苦……！！那团火还在我体内燃烧……将那座村庄、将人们……燃尽的业火……！！,15,
voice/3040080000_mypage3,啊……团长好温暖……这就是生者的体温呢。这样依靠着你，我就能感到冰冷的心得到了些许慰藉……拜托了……暂时让我靠一会儿吧。,19,
voice/3040080000_birthday2,Happy Birthday。,1,生日
voice/3040080000_birthday1,生日快乐。,1,
voice/3040137000_mypage1,让人类堕落，夺回失去的尊严。这就是我的目标。,8,阿萨谢尔
voice/3040137000_mypage2,怎么每个人都一脸傻样！切……所以你们这些人类啊！,5,
voice/3040137000_mypage3,如果你一个人做不到，就让我来控制你。在我怀中变为龙吧！,8,
voice/3040137000_s1_birthday1,“Happy Birthday”算什么事！可恶的人类，我要让你们后悔诞生到这世上！,8,生日
voice/3040082000_birthday2,Happy Birthday。,1,生日
voice/3040082000_birthday1,生日快乐。,1,
voice/3040030000_s1_birthday2,Happy Birthday。,1,生日
voice/3040030000_s1_birthday3,生日快乐。,1,
voice/3040030000_s1_birthday0,从今往后，你也朝自己期望的那样不断成长就行了。为了让未来的自己不失望。,8,
voice/3040030000_s1_birthday1a,自己诞生的日子是个非常重要的日子。绝对不可以轻视哦。,7,
voice/3040023000_birthday1,Happy Birthday！,1,生日
voice/3040023000_birthday2,生日快乐！愿今天会是美好的一天。,4,
voice/3040023000_birthday3,生日快乐！我很高兴能为你庆祝生日。让我们把今天变成愉快的一天吧。,7,
voice/3030005000_birthday1,生日快乐。,1,生日
voice/3040033000_birthday1,Happy Birthday！,1,生日
voice/3040033000_birthday2,生日快乐！\n我不知道自己诞生的日子，说实话，有点羡慕你。,9,
voice/3040033000_birthday3,生日快乐。\n啊，我想到一个好主意！下一次……你来给我决定生日，为我庆祝吧！\n我期待着你的惊喜哦~呵呵呵,14,
voice/3040179000_mypage1,这件泳衣，是和安一起选的，那个...如何，合适吗？,9,泳装古雷雅
voice/3040179000_mypage2,哈...安身材这么好，穿什么都很合适，稍微有点羡慕呢,10,
voice/3040179000_mypage3,和大家一起来海边，很开心，能留下美好的回忆就好了,6,
voice/3040224000_mypage1,没想到过去曾经引起灾厄的我，现在会在海边流着汗水……\n全都是托那位大人的好意的福。,9,首页
voice/3040224000_mypage2,请问要不要来杯咖、咖啡？\n没想到营业是件那么难的事……,8,
voice/3040224000_mypage3,那个叫路西欧的男人，竟然顶着那张脸那么轻率地穿上了泳装。\n失礼也要有分寸啊。,8,
voice/3040010000_birthday1,Happy Birthday是也！,2,生日
voice/3040138000_mypage1,听说这衣服是很厉害的神器！不过它本来不是我来继承的神器，所以将来有一天会不会见到本应继承它的继承者呢~♪,11,
voice/3040138000_mypage2,空~空（狐狸叫声）♪　看啊看啊团长，是狐狸哦！空空~！,6,
voice/3040138000_mypage4,我是值得信赖的尤艾尔哦~！\n……虽然这么说，但这力量可以说是托大家的福才到手的，真是谢谢你，团长♪,12,
voice/3040049000_birthday2,Happy Birthday！,1,生日
voice/3040049000_birthday1,生日快乐！,1,
voice/3040159000_mypage1,席尔瓦姐她超不喜欢麻烦别人的~不过前几天她终于肯叫我帮忙了，我好高兴来着。但是呢，我还要成为更加可靠的人，继续努力才行！,12,库库鲁
voice/3040159000_mypage2,团长真的很可靠啊~。我经常忘记你年纪比我还小呢。不过，你完全可以依靠库库鲁姐姐呀？来吧！对我尽情撒娇也可以哦？,15,
voice/3040159000_mypage3,果然很小……很小啊！！不不不，库库鲁姐姐也还在长身体嘛。今后也会变得像席尔瓦姐还有库姆优那样大……呜哇！？团、团长你在啊！？,12,
voice/3040089000_mypage1,团长团长！是海哦！是海滨哦！唔呼呼…和姐姐一起玩乐吧♪,7,泳mao
voice/3040089000_mypage2,啊、看见了看见了、好大的鱼！大海真是好厉害呀！那样的大只生物也能在在里面畅游…会很美味吗？,10,
voice/3040089000_mypage3,想要睡午觉的话、不管什么时候都可以说哦？姐姐可以给你膝枕哦,6,
voice/3040129000_mypage1,这衣服怎么样，团长，欸，很合适？\n唔呼呼，真开心，能被团长这样说，我会加油的！,14,泳装五花
voice/3040129000_mypage2,团长，状态如何？虽然会有很多困难，但是团长的话一定可以渡过难关的，所以，加油！,8,
voice/3040129000_mypage3,呐呐团长桑，就让你在这海边见识一下我最可爱的一面吧！,8,
voice/3040098000_s1_birthday2,生日快乐。,1,生日
voice/3040098000_s1_birthday1,Happy Birthday！,1,
voice/3040098000_s1_birthday3,！？姬塔！？啊……那个，现在还是不要靠近这边比较好。\n理由是……总、总之我们先去那边吧！快走！,10,
voice/3040181000_mypage1_mix,该隐和蕾欧娜不知过得如何呢？\n那两人的话，应该无需担心吧。\n离开妾身这么久，也差不多感到寂寞了吧？要不要去看看他们呢？\n万万不可。绝不能入侵伊提巴。\n呵呵呵，别紧张，妾身只是开个玩笑。,21,芙利亚
voice/3040181000_mypage2_mix,这么一看，纳尔格兰德也有些稀奇的岛屿呢。\n听他们说，法塔格兰德的岛屿似乎更加特色鲜明。\n真想去团长他们的故乡看看。\n是啊，总有机会的。,19,
voice/3040181000_mypage3_mix,唔……哈……\n看着书睡着了么。如果我也来您身边躺下，您应该就不会着凉了吧。\n唔~……抓到你了！！\n唔……！原来您醒着么！,22,
voice/3040001000_s1_birthday0,Happy Birthday！,1,生日
voice/3040001000_s1_birthday1,生日快乐。,2,
voice/3040001000_s1_birthday5,Happy Birthday！。\n愿你的未来充满幸福！,6,
voice/3040046000_birthday2,Happy Birthday！,1,生日
voice/3040046000_birthday1,生日快乐。,1,
voice/3040046000_birthday3,大家一起来庆祝姬塔的生日吧！\n很多人一起庆祝的话，就会收到很多幸福哦~你知道吗？,9,
voice/3040130000_mypage1,一个人弹奏时，两个人弹奏时，有人在聆听时，钢琴声都会发生变化。……呵呵，下次也让团长听听吧。,19,龙姬
voice/3040130000_mypage2,我和安约好了要四手联弹。……团长，要是有机会的话……来听我们演奏吧……,9,
voice/3040130000_mypage3,以前，我很害怕别人的目光，根本不会去户外玩耍……多亏了大家……我真的，非常感激。,13,
voice/3040130000_s1_birthday0,Happy Birthday！,1,生日
voice/3040006000_birthday1,Happy Birthday！,1,生日
voice/3040006000_birthday2,生日快乐！,1,
voice/3040006000_mypage1,今天也是好天气啊~最适合探险了,4,mypage
voice/3040006000_mypage2,嗯？什么？想我陪你玩？,3,
voice/3040006000_mypage3,啊，刚刚那个你看到了吗？嗯？没看到？掉以轻心可不行啊。,7,
voice/3040050000_mypage1,喂，团长。赶紧出发去找下一个家臣。,3,炎帝
voice/3040050000_mypage2,菲德拉赫…么。没想到能再次听说这个名字。看来是时候给过去的留恋做个了断了。,11,
voice/3040050000_mypage3,我的两位兄长也各自在邻国修行。我很久没见到他们了。,7,
voice/3040050000_mypage4,你说你要帮助遇见的每一个人吧…。真是个令人无语的家伙。,10,
voice/3040050000_mypage5,你我孰强孰弱？……哼。不如现在就比试一下？,7,
voice/3040050000_03_v_304,哼，你也成长了许多啊。,3,终凸
voice/3040050000_03_v_305,为完成我的理想，助我一臂之力。,3,
voice/3040050000_03_ability_us3,我希望能和你一起实现理想。,3,
voice/3040050000_Valentine1,情人节快乐！,1,情人节
voice/3040050000_Valentine2,今天是情人节啊……不好意思，我不是很喜欢吃甜食。\n…………不要摆出那么伤心的表情！我知道了啦，你的我就特殊对待收下了。,18,
voice/3040050000_Valentine3,我明明不是很喜欢吃甜食，然而每年这段日子都会收到很多巧克力。尽管如此，也不忍心都扔掉，所以每年都给骑士团的伙伴们吃了。,12,
voice/3040050000_birthday1,生日快乐。,2,生日
voice/3040115000_mypage1,我不擅长应付小孩子。露丽亚也好，欧尔姬丝也好，你也好，在我眼里都是小孩……我、我可没说讨厌啊。,12,火牛
voice/3040115000_mypage2,德朗克？也不知道他去哪儿了……喂 ，别以为来找我就能知道他的一切，烦死了。,11,
voice/3040115000_mypage3,我和德朗克，和雇主，都只是合同上的关系。对佣兵这个工作来说，报酬与合同就是一切。,11,
voice/3990000000_birthday1,生日快乐！,1,生日
voice/3040177000_mypage1,一直很忙碌，来这样的度假胜地还真是很稀奇呢，要去的地方很多，能麻烦你带个路吗？,8,泳装教官
voice/3040177000_mypage2,集中精神，你们这些蛆虫！不管什么情况都要保持冷静！\n喂，那里的，看那个泳装的女人入迷了？\n哼，再加五十回腹肌练习！,12,
voice/3040177000_mypage3,哈啊……看着书不小心睡着了。\n嗯？贝阿和泽塔邀请我一起打沙滩排球？\n好吧！刚睡醒的我可不会输，有觉悟了吗！,19,
voice/3040090000_mypage1,美丽的白沙地，夏日灼热的阳光，冰凉的热带饮料流入干渴的喉中……一切都很完美。……除了他们几个……。喂，你们影响到我了，给我去别的地方吵。,26,泳装炎帝
voice/3040090000_mypage2,喂，你们听见了吗？……呃！？……你们……。竟敢用球砸我，急着送死么。兰斯洛特，蠢狗，给我站在那儿别动，我马上把你们烧成灰。,21,
voice/3040090000_mypage3,……什么？沙滩排球大赛？你们的沙滩排球差劲得要命吧。……切。你们暴露丑态的话，也有损我骑士的名号。喂，把球给我。好了，别废话，快把球给我。,24,
voice/3040110000_cutin2,哼哼，怎么样，我穿着泳衣的样子!,3,泳贝
voice/3040110000_mypage2,如何，这件泳衣合身吧！任务余暇到处找，好不容易才发现的！,7,
voice/3040110000_mypage3,下次就穿这件泳衣和大家去海边吧……\n不，但是那时候还有新的泳衣……,6,
voice/3040028000_birthday1,Happy Birthday！\n你想要很厉害的武器了吗？跟我一起走的话就能拿到哦~,7,生日
voice/3040028000_birthday2,跟你一起旅行可以说感觉还不错，所以我就特别地为你庆祝生日，感谢我吧。,9,
voice/3040028000_mypage1,怎么样？想要跟我一起走了吗？,3,火泽塔
voice/3040028000_mypage2,喂，下次你想去打哪个星晶兽？,3,
voice/3040028000_mypage3,那么……接下来的任务是……,3,
voice/3710056000_mypage1,啊，团长，我去参加一下附近正在举办的比赛~,4,赛艇皮
voice/3710056000_mypage2,走艇的整备也是我自己搞的哦。跟上面人借走艇的时候学过。,4,
voice/3710056000_mypage3,贝阿的操纵方法很危险啊。\n不过，我也不讨厌这种感觉就是了。,6,
voice/3710061000_mypage1,噢~团长！这件长袖和服怎么样？哼哼哼♪很不错吧！\n我一直都想在新年穿上这个！哼哼哼~~！当然是特·别·定·制啦！,11,新年皮
voice/3710061000_mypage2,这支箭？好像叫破魔箭。\n听说十二神将的加护（？）会打到凶恶之物。\n……去试试刺一下巴萨拉卡好了,11,
voice/3710061000_mypage3,果然啊，如果要穿的话，还是鲜艳的红色适合我。\n理由？因为喜欢啊！不就行了！,7,
voice/3040196000_birthday_mypage1,今天是汝的诞生祭吗！,1,生日
voice/3040196000_birthday_mypage2,将吾的伟大火之加护赐予汝！,4,
voice/3040149000_mypage1,我是不是、不适合穿这么漂亮的裙子呢……好害羞……啊，不过……比起兔女郎总要……,14,画伯
voice/3040149000_mypage2,沸腾的观众，盛大的舞台……啊，太令人激动了！……不过，穿着这身衣服，总有些不安呢……你说很适合我？我倒不会不高兴，可是行动不便啊……算了，让对方一手吧！,29,
voice/3040149000_mypage3,团长和芬耶都在看的舞台……令人跃跃欲试！虽然有些紧张，但是期待更胜一筹！,11,
voice/3040011000_birthday1,生日快乐。,2,生日
voice/3040039000_birthday1,生日快乐！,2,生日
voice/3040039000_birthday2,Happy Birthday！,1,
voice/3040039000_birthday3,生日快乐。\n我觉得虽然无法选择出生的时间和地点，但是怎么活下去是自己可以决定的。\n希望今年是你自己可以满足的一年。,15,
voice/3040060000_birthday1,生日快乐！,2,生日
voice/3040060000_birthday2,Happy Birthday！,1,
voice/3040027000_mypage1,呵呵呵，骑空艇上的旅行真是非常愉快啊！,4,羊
voice/3040027000_mypage2,嗯？我的角很少见？呵呵呵，这是我特有的角。它象征了我的使命。,11,
voice/3040027000_mypage3,各种各样的点心里，我还是最喜欢那种叫做羊羹的甜点啊。,5,
voice/3030110000_20180131_navi67,被炉暖暖的，真是个好东西呀。,5,
voice/scene_ult_chr106_ep1_q2_s20_25,呵呵呵呵呵，你这个小东西~,3,
voice/scene_ult_chr106_ep1_q2_s20_61,铛铛铛~铛铛铛~铛,3,
voice/3040027000_birthday1,生日快乐。我由衷为你诞生的这个日子而高兴。,8,生日
voice/3040027000_birthday2,一年一度年龄增长的这个日子，正是思考过去和将来的绝佳的日子。\n那么，你会选择什么样的未来？,12,
voice/3040202000_birthday_mypage1,Happy Birthday！,1,生日
voice/3040202000_birthday_mypage2,生日快乐。,1,
voice/3040202000_birthday_mypage3,我听说今天是你的生日，就和美杜莎一起做了庆祝的蛋糕。\n至于是什么样的蛋糕，等你看到了就知道了。你一定会惊讶的。,13,
voice/3040105000_s1_birthday0,姬塔，祝你生日快乐！,3,生日
voice/3040105000_s1_birthday1,今天是姬塔诞生的日子。那么今天就开个盛大的派对来庆祝吧！,6,
voice/3040047000_birthday1,Happy Birthday！,1,生日
voice/3040047000_birthday2,生日快乐！,2,
voice/3040047000_birthday3,我很高兴能像这样一起为你庆祝生日。愿精灵也保佑姬塔。,7,
voice/3040081000_birthday1,生日快乐！,1,生日
voice/3040081000_s2_birthday0,生日快乐！,1,
voice/3040081000_s2_birthday1,Happy Birthday！,1,
voice/3040038000_mypage1,你们心中流动的旋律，我很喜欢。,5,终突前
voice/3040038000_mypage2,你现在带着九界琴吗？一起来弹吧？,5,
voice/3040038000_mypage3,我听见很讨厌的声音，无论怎样都停不下来。,4,
voice/3040038000_03_mypage1,我觉得听不见别人内心的旋律的话就会感觉轻松点。\n因为如果那些多余的声音不再传到我的心中，那么呆在人群应该也没有问题。,11,终突后
voice/3040038000_03_mypage2,我想要努力，让所有人都不用塞住耳朵。,5,
voice/3040038000_03_mypage3,九界琴给了我新的力量。\n我会为了你而使用它。,7,
voice/3040038000_birthday1,生日快乐！,1,生日
voice/3040038000_birthday2,Happy Birthday！,1,
voice/3040038000_birthday3,生日快乐！\n我做了弹琴指甲，用龙鳞削出来的。\n弹起来一定很舒适，你戴戴看？,9,
voice/3710115000_mypage1,你要帮我拿行李吗？谢谢。\n嗯……里面是调律用的道具……因为很容易损坏，所以平时不会交给别人保管。,18,私服皮
voice/3710115000_mypage2,和团长一起走在街上，我非常安心。\n因为你的旋律在我的心里回响，充满了我的内心，让我不会再听到其他讨厌的旋律。,19,
voice/3710115000_mypage3,我穿这身衣服的时候不要叫我十天众……\n把我当成喜欢安静的地方和安稳的音乐的凡人妮欧，好不好？,18,
voice/3040071000_birthday1,Happy Birthday！,1,生日
voice/3040071000_birthday2,生日快乐！,1,
voice/3040210000_mypage1,苏丝雅的泳装也超级可爱啊……怎么说呢，看着就很想……捉弄她。\n呵呵呵呵♪哈哈，团长也一起来吧？,15,
voice/3040210000_mypage2,团长~你是不是有点累了？那么我们一起去湖边乘凉吧~\n我会好~好陪你，治愈你的~，哈哈♪,12,
voice/3040210000_mypage3,看啊看啊团长，我的泳装很可爱吧？看入迷也没事哦~？\n你、你还真盯着看啊。被你这么认真的盯着看……\n等、等下，我脸有点发热。\n还是不行！不要这么看我！,26,
voice/3040199000_birthday_mypage1,Happy Birthday！,2,生日
voice/3040199000_birthday_mypage2,生日快乐！姬塔。愿这一年对你来说能够是美好的一年。,9,
voice/3040036000_birthday1,Happy Birthday！,1,生日
voice/3040036000_birthday2,生日快乐！我很高兴能和你一起为你庆祝生日！,5,
voice/3040036000_birthday3,生日快乐！啥，你问生日礼物……？\n哈哈哈，别这样看我啊……我没有忘！\n……好！那么现在就一起去买吧!,14,
voice/3040036000_mypage1,啊，我想起来了…\n要不要试试偶尔当一下十天众的统领人？我觉得是你的话大家都会听你的……\n啊哈哈，玩笑玩笑！,14,终突前
voice/3040036000_mypage2,我很期待将来有一天能和你再战。\n……呵呵，不过，下次我可不会输给你啊？,9,
voice/3040036000_mypage3,团长，你可不要被这力量吞没啊……随便说说！,6,
voice/3040036000_mypage4,果然最帅的还是剑啊~~呐呐，你也是这么想的吧？,6,
voice/3040036000_mypage5,怎么怎么，你想看我的剑拓收藏？\n没问题，那么从1开始到3000，你随便说个喜欢的数字吧！,9,
voice/3040036000_mypage6,这披风不错吧？我给大家都准备了。,4,
voice/3040036000_03_mypage1,欸？你问敷衍的我和认真的我那个才是真正的我？\n哎呀……当然都是真的又都是假的啦。\n说到底，你看到的只是你想看到的我啊。,16,终突
voice/3040036000_03_mypage2,如果我有什么三长两短……到时候就拜托你了啊。好吗，团长酱,7,
voice/3040036000_03_mypage3,自从被七星剑认可，连接星海比以前要轻松多了。\n也就是说只要我认真起来，就能创造出多到如字面意义的繁星一般的剑海。,13,
voice/3710074000_mypage1,放着萨拉萨不管的话，她可能会把岛上的鱼类吃个精光破坏环境……这可不是开玩笑啊……,7,泳装
voice/3710074000_mypage2,不光是剑拓，鱼拓我也想试试啊。好，我们去钓鱼吧，钓鱼！,6,
voice/3710074000_mypage3,涂防晒霜？说起来我没涂呢，啊，团长酱要帮我涂吗？\n欸？你为什么一脸嫌弃？团长酱的玩笑真是伤人啊……哈哈哈\n是开玩笑吧？其实没那么讨厌吧？,21,
voice/3040122000_s1_birthday0,生日快乐！,1,生日
voice/3040122000_s1_birthday1,Happy Birthday！,1,
voice/3040212000_mypage1,吾风于恶人乃是暴风，于善人乃微风……而于勇往直前的你，则乃硕大之翼。\n特异点啊，乘着我的风振翅高飞吧！\n~~~！完美！,20,
voice/3040212000_mypage2,在蓝天驰骋的骑空艇…驱动着它的是风、命运、更重要的是，牵绊……！\n诶？你问我在说什么？哎呀——就是那个！\n大家其乐融融真好啊！,13,
voice/3040212000_mypage3,格兰赛法可真帅啊！\n刚才啊~让拉卡姆带我去看机关部了！怎么说呢——该说超有机械感的！还是说超硬汉的！\n虽然乘着自己的风飞行也很好，但站在格兰赛法的船头上吹风也超——赞的！\n特异点你也这么觉得吧？,20,
voice/3040102000_mypage1,为什么不把头发盘起来？……我会盘的。只是如果盘得太紧，不好好梳的话就解不开了。魔法也不是万能的呢。,16,玉米
voice/3040102000_mypage2,为什么不吃玉米就无法发挥出力量？因为……玉米很美味？,10,
voice/3040102000_mypage3,肚子饿了……,2,
voice/3040154000_mypage1,原来如此。泳装这东西，也是考虑了很多才做出来的呢。确实，要是弄湿了多余的布料，衣服很重会很碍事。\n这样薄的穿着，在水边确实有用。但和盔甲相比，还是有点不放心……,19,泳贞
voice/3040154000_mypage2,入乡随俗，吗，话虽如此，虽然周围人都穿着泳装，我还没完全习惯，还觉得有点害羞……\n啊，不，要是能堂堂正正地就好了……,15,
voice/3040154000_mypage3,海边也好河川也好，水边是很容易发生事故的地方，游玩的时候一定要十分小心，团长。,7,
voice/3040175000_mypage1,无论什么时候都不会停下自主练习，先不说我自己，就算是伟大的音乐家也会把这当做很重要的事。但是，这也不仅仅是音乐是这样，团长也一定明白吧。,14,风小提琴
voice/3040175000_mypage2,这个乐器呢，是曾曾祖母流传下来的，虽然确实有一些老旧了，但是正因为这样有着非常温柔的音色。是我的宝物哟~,12,
voice/3040175000_mypage3,最近呢，已经不仅仅是演奏曲子了。想着自己是不是也能写一些新的曲子呢。虽然还不是很擅长...呐，如果可以的话能听一听吗？,16,
voice/3030026000_birthday2,Happy Birthday！,1,sr版共通，生日
voice/3030026000_birthday1,生日快乐！,1,
voice/3030026000_birthday3,生日快乐！\n现在开始能不能占用你一些时间？\n我想只为了你，融入我的思念演奏音乐。,12,
voice/3040211000_mypage1,这件洋装是卡塔莉娜姐姐大人给我买的。漂亮吗？\n呵呵，谢谢。,9,mypage
voice/3040211000_mypage2,自从和团长一起旅行，我周围的环境变了许多。\n往好的方向变的，有很多。往坏的方向变的……有一点。,12,
voice/3040211000_mypage3,啊……姐姐大人……穿着这件衣服，感觉就像被姐姐大人包围着一样。,8,
voice/3040003000_birthday1,生日快乐！,1,生日
voice/3040003000_birthday2,Happy Birthday！,1,
voice/3040003000_birthday3,哎呀真是值得庆贺，今天是个重要的日子。\n大家一起来盛大地庆祝吧！,6,
voice/3030072000_birthday1,生日快乐！,2,生日
voice/3990156000_s3_birthday0,Happy Birthday！,1,sr版共通，生日
voice/3990156000_s3_birthday1,生日快乐！,1,
voice/3990156000_s3_birthday2,不愧是你的生日，骑空团的大家都干劲十足啊。\n呵呵，想为你庆祝的心情，我也是不输大家的！,12,
voice/3040021000_s1_birthday0,Happy Birthday！,1,生日
voice/3040021000_s1_birthday1,生日快乐！,1,
voice/3040021000_s1_birthday2,愿你度过一个美好的生日，姬塔,4,
voice/3040021000_s1_birthday3,能为你庆祝我觉得很幸福哦~,4,
voice/3990743000_mypage1,露莉亚，这座城市有什么样的美食，一起去看看吧,5,姬塔
voice/3990743000_mypage2,拉卡姆，有什么我可以帮忙的吗？没问题的！我可是干劲满满的！,6,
voice/3990743000_mypage3,卡塔莉娜，要一起去万事屋接新任务吗？,4,
voice/3990743000_mypage4,想让欧根教我各种各样的事情呢。,3,
voice/3990743000_mypage5,伊欧，陪我练习魔法嘛！,3,
voice/3990743000_mypage6,呵呵，萝赛塔和尤格多拉希尔关系真好啊。,4,
voice/3990743000_mypage7,说起来，碧到底是什么呢……？……是龙？,4,
voice/3990743000_mypage8,父亲，会在哪里呢……？,2,
voice/3990741000_mypage1,露莉亚，一起去看看这片天空的尽头究竟有什么吧！,5,古兰
voice/3990741000_mypage2,拉卡姆，能教教我怎么保养枪支吗？,3,
voice/3990741000_mypage3,卡塔莉娜约我去试吃她做的料理……没问题吧……？,3,
voice/3990741000_mypage4,不知道欧根在像我这么大的时候经历过怎样的旅行呢……？,4,
voice/3990741000_mypage5,伊欧，可以教我魔法吗？……能让人露出笑容的魔法。,5,
voice/3990741000_mypage6,萝赛塔好像知道一些有关露莉亚的秘密……,3,
voice/3990741000_mypage7,我买了苹果回来，碧。不过和赞克汀泽的品种不太一样呢……,5,
voice/3990741000_mypage8,天空的尽头……约定之地……我绝对会追上你的，父亲。,6,